policy,seed,scenario,num_evs,num_stations,steps,completion_rate,abandoned_rate,average_wait_time,max_queue_length,avg_queue_length,total_travel_distance_km,average_travel_distance_km,average_charging_completion_time,avg_station_utilization,vehicles_served,throughput_per_hour,total_reward,reward,total_system_time,total_travel_time,total_wait,total_charge,completed,abandoned,rl_fallback,model_loaded
greedy,114,medium,100,20,164,1.0,0.0,370.5882352941176,2,0.6402439024390244,50.957562245058824,2.9975036614740485,4404.705882352941,0.11300813008130076,17,6.219512195121951,-86820.0,-86820.0,86820.0,5640.0,6300.0,74880.0,100,0,False,True
greedy_sequential,114,medium,100,20,252,1.0,0.0,0.0,0,0.0,62.86232164573262,3.697783626219566,6504.705882352941,0.1342427248677249,17,4.0476190476190474,-117600.0,-117600.0,117600.0,7020.0,0.0,110580.0,100,0,False,True
nearest,114,medium,100,20,350,0.98,0.0,1704.7058823529412,3,1.38,35.99905327411886,2.1175913690658152,8248.0,0.17467857142857143,17,2.9142857142857146,-173340.0,-173340.0,173340.0,3900.0,28980.0,140460.0,98,0,False,True
random,114,medium,100,20,350,0.97,0.0,1710.0,5,2.1885714285714286,136.92341756346275,8.054318680203691,8657.142857142857,0.17205952380952383,16,2.742857142857143,-206940.0,-206940.0,206940.0,15900.0,45960.0,145080.0,97,0,False,True
rl,114,medium,100,20,272,1.0,0.0,0.0,0,0.0,73.93123961015961,4.348896447656448,6532.941176470588,0.12276348039215687,17,3.75,-119340.0,-119340.0,119340.0,8280.0,0.0,111060.0,100,0,False,True
greedy,115,medium,100,20,226,1.0,0.0,234.54545454545453,1,0.1902654867256637,36.75601415848354,3.3414558325894124,6130.909090909091,0.10219395280235985,11,2.920353982300885,-74040.0,-74040.0,74040.0,4020.0,2580.0,67440.0,100,0,False,True
greedy_sequential,115,medium,100,20,226,1.0,0.0,0.0,0,0.0,46.43129586406456,4.221026896733142,6780.0,0.13014380530973452,11,2.920353982300885,-79740.0,-79740.0,79740.0,5160.0,0.0,74580.0,100,0,False,True
nearest,115,medium,100,20,350,0.99,0.0,572.7272727272727,1,0.3,16.04942058084207,1.4590382346220065,10314.0,0.18533333333333335,11,1.885714285714286,-124020.0,-124020.0,124020.0,1500.0,6300.0,116220.0,99,0,False,True
random,115,medium,100,20,350,0.96,0.0,0.0,0,0.0,121.72894818888453,11.066268017171321,8700.0,0.19745238095238088,11,1.885714285714286,-150480.0,-150480.0,150480.0,14280.0,0.0,136200.0,96,0,False,True
rl,115,medium,100,20,189,1.0,0.0,0.0,0,0.0,56.75559578494657,5.159599616813325,6240.0,0.14279100529100527,11,3.492063492063492,-75060.0,-75060.0,75060.0,6420.0,0.0,68640.0,100,0,False,True
greedy,116,medium,100,20,254,1.0,0.0,1366.6666666666667,3,0.8070866141732284,33.09918129039876,3.6776868100443068,5373.333333333333,0.09074803149606299,9,2.1259842519685037,-64440.0,-64440.0,64440.0,3780.0,12300.0,48360.0,100,0,False,True
greedy_sequential,116,medium,100,20,239,1.0,0.0,446.6666666666667,1,0.2803347280334728,29.76264287412653,3.306960319347392,6593.333333333333,0.09461297071129707,9,2.2594142259414225,-66780.0,-66780.0,66780.0,3420.0,4020.0,59340.0,100,0,False,True
nearest,116,medium,100,20,350,0.99,0.0,0.0,0,0.0,11.423099582453846,1.2692332869393161,11820.0,0.12080952380952378,9,1.542857142857143,-107520.0,-107520.0,107520.0,1140.0,0.0,106380.0,99,0,False,True
random,116,medium,100,20,350,0.99,0.0,0.0,0,0.0,69.72689426307151,7.747432695896835,8715.0,0.12304761904761899,9,1.542857142857143,-97080.0,-97080.0,97080.0,8100.0,0.0,88980.0,99,0,False,True
rl,116,medium,100,20,239,1.0,0.0,446.6666666666667,1,0.2803347280334728,44.334147680196146,4.926016408910683,6020.0,0.10753138075313809,9,2.2594142259414225,-63360.0,-63360.0,63360.0,5160.0,4020.0,54180.0,100,0,False,True
greedy,117,medium,100,20,166,1.0,0.0,138.75,1,0.22289156626506024,58.42270509779319,3.6514190686120744,5238.75,0.11739457831325302,16,5.783132530120482,-92520.0,-92520.0,92520.0,6480.0,2220.0,83820.0,100,0,False,True
greedy_sequential,117,medium,100,20,229,1.0,0.0,0.0,0,0.0,67.7467636503179,4.234172728144869,6937.5,0.2099163027656478,16,4.192139737991266,-118620.0,-118620.0,118620.0,7620.0,0.0,111000.0,100,0,False,True
nearest,117,medium,100,20,350,0.97,0.0,2808.75,5,2.14,49.32159177778173,3.082599486111358,7264.615384615385,0.18120238095238098,16,2.742857142857143,-170520.0,-170520.0,170520.0,5400.0,44940.0,120180.0,97,0,False,True
random,117,medium,100,20,350,0.99,0.0,697.5,2,0.5314285714285715,135.56594088067664,8.47287130504229,9232.0,0.26721428571428574,16,2.742857142857143,-185280.0,-185280.0,185280.0,15840.0,11160.0,158280.0,99,0,False,True
rl,117,medium,100,20,229,1.0,0.0,0.0,0,0.0,64.73999206557676,4.046249504098547,7158.75,0.19714337700145568,16,4.192139737991266,-121800.0,-121800.0,121800.0,7260.0,0.0,114540.0,100,0,False,True
greedy,118,medium,100,20,279,1.0,0.0,0.0,0,0.0,33.07814532730076,2.7565121106083965,6470.0,0.11575567502986853,12,2.5806451612903225,-81360.0,-81360.0,81360.0,3720.0,0.0,77640.0,100,0,False,True
greedy_sequential,118,medium,100,20,282,1.0,0.0,0.0,0,0.0,43.91369965654867,3.659474971379056,7130.0,0.13164893617021273,12,2.553191489361702,-90480.0,-90480.0,90480.0,4920.0,0.0,85560.0,100,0,False,True
nearest,118,medium,100,20,349,1.0,0.0,0.0,0,0.0,22.94571545855831,1.9121429548798592,10060.0,0.14552292263610314,12,2.0630372492836675,-123240.0,-123240.0,123240.0,2520.0,0.0,120720.0,100,0,False,True
random,118,medium,100,20,350,0.98,0.0,0.0,0,0.0,121.89893015758193,10.158244179798494,9204.0,0.1533452380952381,12,2.0571428571428574,-142080.0,-142080.0,142080.0,14220.0,0.0,127860.0,98,0,False,True
rl,118,medium,100,20,282,1.0,0.0,0.0,0,0.0,54.34511895695585,4.5287599130796545,6535.0,0.0943557919621749,12,2.553191489361702,-84600.0,-84600.0,84600.0,6180.0,0.0,78420.0,100,0,False,True
greedy,119,medium,100,20,288,1.0,0.0,2720.0,7,2.361111111111111,38.72274056159703,2.581516037439802,4340.0,0.11041666666666665,15,3.125,-110160.0,-110160.0,110160.0,4260.0,40800.0,65100.0,100,0,False,True
greedy_sequential,119,medium,100,20,204,1.0,0.0,0.0,0,0.0,66.50670739831257,4.433780493220838,5844.0,0.1886233660130719,15,4.411764705882353,-95340.0,-95340.0,95340.0,7680.0,0.0,87660.0,100,0,False,True
nearest,119,medium,100,20,350,0.98,0.0,1830.0,5,2.18,21.496901054084994,1.4331267369389995,6544.615384615385,0.13097619047619052,14,2.4,-141540.0,-141540.0,141540.0,2220.0,45780.0,93540.0,98,0,False,True
random,119,medium,100,20,350,0.98,0.0,296.0,1,0.21142857142857144,88.79058558891973,5.9193723725946485,8884.615384615385,0.2167619047619047,15,2.5714285714285716,-168840.0,-168840.0,168840.0,10200.0,4440.0,154200.0,98,0,False,True
rl,119,medium,100,20,350,0.99,0.0,0.0,0,0.0,58.32191240004107,3.8881274933360714,5340.0,0.1309642857142857,15,2.5714285714285716,-101520.0,-101520.0,101520.0,6600.0,0.0,94920.0,99,0,False,True
greedy,100,high,180,15,350,0.9,0.0,5555.238095238095,47,25.24,268.2103564214857,3.7251438391873015,6399.272727272727,0.619095238095238,63,10.8,-966900.0,-966900.0,966900.0,30060.0,530040.0,406800.0,162,0,False,True
greedy_sequential,100,high,180,15,350,0.8888888888888888,0.0,4428.169014084507,37,15.928571428571429,322.82987362176283,4.483748244746706,8296.363636363636,0.8390793650793653,71,12.171428571428573,-963060.0,-963060.0,963060.0,36900.0,334500.0,591660.0,160,0,False,True
nearest,100,high,180,15,350,0.8166666666666667,0.0,4354.8,45,31.537142857142857,151.68045000335525,2.106672916713267,8175.384615384615,0.6453650793650794,50,8.571428571428571,-1102320.0,-1102320.0,1102320.0,16620.0,662280.0,423420.0,147,0,False,True
random,100,high,180,15,350,0.8277777777777777,0.0,3712.3636363636365,38,25.382857142857144,553.4217062035812,7.686412586160849,8533.953488372093,0.7783492063492065,55,9.428571428571429,-1093080.0,-1093080.0,1093080.0,64380.0,533040.0,495660.0,149,0,False,True
rl,100,high,180,15,350,0.8388888888888889,0.0,4613.4375,38,21.34857142857143,591.2149490251359,8.211318736460221,8750.454545454546,0.7466031746031747,64,10.971428571428572,-1064340.0,-1064340.0,1064340.0,68580.0,448320.0,547440.0,151,0,False,True
greedy,101,high,180,15,350,0.8777777777777778,0.0,4946.95652173913,48,23.762857142857143,261.676255118081,3.3983929236114414,7235.789473684211,0.6258571428571428,69,11.82857142857143,-1035360.0,-1035360.0,1035360.0,29160.0,499020.0,507180.0,158,0,False,True
greedy_sequential,101,high,180,15,350,0.8722222222222222,0.0,4014.4736842105262,36,15.491428571428571,369.9428715816343,4.804452877683562,8973.684210526315,0.8291269841269847,76,13.028571428571428,-1050480.0,-1050480.0,1050480.0,42360.0,325320.0,682800.0,157,0,False,True
nearest,101,high,180,15,350,0.8055555555555556,0.0,4505.901639344263,42,28.434285714285714,149.64452803137743,1.9434354289789277,9255.348837209302,0.7159841269841273,61,10.457142857142857,-1185120.0,-1185120.0,1185120.0,16140.0,597120.0,571860.0,145,0,False,True
random,101,high,180,15,350,0.8444444444444444,0.0,3683.2258064516127,40,24.82857142857143,618.3704088449188,8.03078453045349,9246.122448979591,0.740809523809524,62,10.62857142857143,-1169340.0,-1169340.0,1169340.0,71880.0,521400.0,576060.0,152,0,False,True
rl,101,high,180,15,350,0.8444444444444444,0.0,4105.479452054795,37,17.88,626.840023084307,8.140779520575414,9074.4,0.8172698412698419,73,12.514285714285714,-1100340.0,-1100340.0,1100340.0,72900.0,375480.0,651960.0,152,0,False,True
greedy,102,high,180,15,350,0.8944444444444445,0.0,5228.108108108108,42,21.282857142857143,301.955090789122,3.9214946855730126,7410.491803278688,0.724936507936508,74,12.685714285714287,-1002000.0,-1002000.0,1002000.0,33840.0,446940.0,521220.0,161,0,False,True
greedy_sequential,102,high,180,15,350,0.9111111111111111,0.0,3720.0,39,13.64,363.242209718253,4.717431295042246,7678.125,0.8170634920634918,77,13.200000000000001,-960540.0,-960540.0,960540.0,41400.0,286440.0,632700.0,164,0,False,True
nearest,102,high,180,15,350,0.7666666666666667,0.0,5356.7441860465115,56,43.40857142857143,131.45280102045487,1.7071792340318814,8316.0,0.49188888888888904,43,7.371428571428572,-1246200.0,-1246200.0,1246200.0,13500.0,911580.0,321120.0,138,0,False,True
random,102,high,180,15,350,0.8277777777777777,0.0,4066.451612903226,44,25.717142857142857,553.731695702554,7.191320723409793,7865.106382978724,0.7207619047619046,62,10.62857142857143,-1105140.0,-1105140.0,1105140.0,63960.0,540060.0,501120.0,149,0,False,True
rl,102,high,180,15,350,0.8611111111111112,0.0,4240.869565217391,39,21.271428571428572,566.4174599712478,7.356070908717504,8581.111111111111,0.7505396825396825,69,11.82857142857143,-1081260.0,-1081260.0,1081260.0,65700.0,446700.0,568860.0,155,0,False,True
greedy,103,high,180,15,350,0.9722222222222222,0.0,4729.354838709677,37,13.962857142857143,225.5089202672044,3.6372406494710385,4994.482758620689,0.44107936507936507,62,10.62857142857143,-624780.0,-624780.0,624780.0,25140.0,293220.0,306420.0,175,0,False,True
greedy_sequential,103,high,180,15,350,0.9888888888888889,0.0,1971.2903225806451,24,5.82,257.20434876839977,4.148457238199996,7152.0,0.5884920634920634,62,10.62857142857143,-594240.0,-594240.0,594240.0,29280.0,122220.0,442740.0,178,0,False,True
nearest,103,high,180,15,350,0.8944444444444445,0.0,4395.918367346939,37,22.534285714285716,117.2463891173408,1.8910707922151742,6852.558139534884,0.5464920634920636,49,8.4,-814320.0,-814320.0,814320.0,12420.0,473220.0,328680.0,161,0,False,True
random,103,high,180,15,350,0.9444444444444444,0.0,3454.137931034483,30,13.177142857142858,405.5431612173015,6.541018729311314,6975.0,0.5928730158730159,58,9.942857142857143,-717900.0,-717900.0,717900.0,46860.0,276720.0,394320.0,170,0,False,True
rl,103,high,180,15,350,0.9222222222222223,0.0,3476.065573770492,23,11.01142857142857,462.75406324276844,7.463775213593039,7564.8,0.6136031746031745,61,10.457142857142857,-739440.0,-739440.0,739440.0,53820.0,231240.0,454380.0,166,0,False,True
greedy,104,high,180,15,350,0.9333333333333333,0.0,4506.0,53,22.717142857142857,333.6769977843567,4.277910228004573,4799.104477611941,0.5451746031746032,70,12.0,-858900.0,-858900.0,858900.0,38040.0,477060.0,343800.0,168,0,False,True
greedy_sequential,104,high,180,15,350,0.9222222222222223,0.0,4176.623376623376,41,16.248571428571427,413.3396225378103,5.299225929971927,6598.125,0.7873174603174603,77,13.200000000000001,-932820.0,-932820.0,932820.0,47580.0,341220.0,544020.0,166,0,False,True
nearest,104,high,180,15,350,0.8555555555555555,0.0,5843.389830508475,57,34.56,149.78054616596506,1.9202634123841675,5778.461538461538,0.5338571428571428,59,10.114285714285716,-1076760.0,-1076760.0,1076760.0,16200.0,725760.0,334800.0,154,0,False,True
random,104,high,180,15,350,0.8611111111111112,0.0,4430.149253731343,44,24.02857142857143,666.3238524981801,8.542613493566412,6931.636363636364,0.7214603174603176,67,11.485714285714286,-1040160.0,-1040160.0,1040160.0,77640.0,504600.0,457920.0,155,0,False,True
rl,104,high,180,15,350,0.85,0.0,4146.95652173913,42,21.768571428571427,680.7839081315574,8.727998822199453,7205.7692307692305,0.693857142857143,69,11.82857142857143,-1027080.0,-1027080.0,1027080.0,79680.0,457140.0,490260.0,153,0,False,True
greedy,105,high,180,15,350,0.8944444444444445,0.0,5505.263157894737,46,25.28857142857143,275.8327425697714,4.056363861320168,5742.35294117647,0.44990476190476214,57,9.771428571428572,-882540.0,-882540.0,882540.0,31020.0,531060.0,320460.0,161,0,False,True
greedy_sequential,105,high,180,15,350,0.9277777777777778,0.0,3135.8823529411766,31,10.154285714285715,341.26972608967463,5.018672442495215,8230.344827586207,0.7474920634920635,68,11.657142857142858,-847380.0,-847380.0,847380.0,39000.0,213240.0,595140.0,167,0,False,True
nearest,105,high,180,15,350,0.8611111111111112,0.0,4889.433962264151,41,26.48,198.42604898466996,2.9180301321274995,7300.909090909091,0.5132539682539685,53,9.085714285714285,-957060.0,-957060.0,957060.0,21900.0,556080.0,379080.0,155,0,False,True
random,105,high,180,15,350,0.9111111111111111,0.0,3132.2033898305085,34,16.97142857142857,604.0268377980656,8.882747614677434,7973.076923076923,0.6802698412698409,59,10.114285714285716,-901920.0,-901920.0,901920.0,70680.0,356400.0,474840.0,164,0,False,True
rl,105,high,180,15,350,0.8833333333333333,0.0,3066.8852459016393,31,15.208571428571428,579.3719170753584,8.520175251108212,8338.72340425532,0.7045238095238097,61,10.457142857142857,-916740.0,-916740.0,916740.0,67500.0,319380.0,529860.0,159,0,False,True
greedy,106,high,180,15,350,0.8833333333333333,0.0,6617.586206896552,56,30.60857142857143,291.320818345932,4.103110117548338,4251.764705882353,0.3917777777777777,58,9.942857142857143,-914880.0,-914880.0,914880.0,33240.0,642780.0,238860.0,159,0,False,True
greedy_sequential,106,high,180,15,350,0.9277777777777778,0.0,3713.913043478261,36,14.09142857142857,307.2030605536321,4.3268036697694665,7804.0,0.7872063492063496,69,11.82857142857143,-881160.0,-881160.0,881160.0,35100.0,295920.0,550140.0,167,0,False,True
nearest,106,high,180,15,350,0.8222222222222222,0.0,5576.727272727273,45,29.837142857142858,173.12652488891072,2.438401758998743,8590.5,0.6235555555555555,55,9.428571428571429,-1093560.0,-1093560.0,1093560.0,19200.0,626580.0,447780.0,148,0,False,True
random,106,high,180,15,350,0.8444444444444444,0.0,3026.315789473684,36,21.154285714285713,443.15455203633934,6.241613408962526,7935.0,0.745428571428572,57,9.771428571428572,-1017240.0,-1017240.0,1017240.0,51180.0,444240.0,521820.0,152,0,False,True
rl,106,high,180,15,350,0.8611111111111112,0.0,3915.223880597015,36,16.18857142857143,470.9254867324529,6.6327533342599,7860.0,0.7700952380952383,67,11.485714285714286,-950820.0,-950820.0,950820.0,54660.0,339960.0,556200.0,155,0,False,True
greedy,107,high,180,15,350,0.9055555555555556,0.0,4920.0,42,21.9,239.38076988902085,3.4197252841288694,6751.698113207547,0.6145079365079366,62,10.62857142857143,-897840.0,-897840.0,897840.0,26820.0,459900.0,411120.0,163,0,False,True
greedy_sequential,107,high,180,15,350,0.9277777777777778,0.0,3745.5882352941176,35,14.031428571428572,379.354427574468,5.419348965349543,8000.0,0.7789999999999998,68,11.657142857142858,-884400.0,-884400.0,884400.0,43740.0,294660.0,546000.0,167,0,False,True
nearest,107,high,180,15,350,0.8611111111111112,0.0,4912.631578947368,41,25.537142857142857,125.2408352289043,1.789154788984347,7797.391304347826,0.677793650793651,57,9.771428571428572,-974820.0,-974820.0,974820.0,13560.0,536280.0,424980.0,155,0,False,True
random,107,high,180,15,350,0.8555555555555555,0.0,4029.310344827586,35,22.077142857142857,529.2987977625147,7.561411396607353,8471.739130434782,0.7565555555555555,58,9.942857142857143,-1019820.0,-1019820.0,1019820.0,61440.0,463620.0,494760.0,154,0,False,True
rl,107,high,180,15,350,0.8555555555555555,0.0,4247.8125,35,18.285714285714285,550.8818748122713,7.869741068746734,8278.666666666666,0.7824126984126986,64,10.971428571428572,-985140.0,-985140.0,985140.0,64080.0,384000.0,537060.0,154,0,False,True
greedy,108,high,180,15,350,0.8277777777777777,0.0,6446.666666666667,57,36.54,312.6170486803357,4.168227315737809,5780.869565217391,0.5682380952380953,54,9.257142857142858,-1108500.0,-1108500.0,1108500.0,35640.0,767340.0,305520.0,149,0,False,True
greedy_sequential,108,high,180,15,350,0.8388888888888889,0.0,5322.35294117647,42,23.69142857142857,383.41274454854215,5.112169927313896,8894.04255319149,0.8750476190476191,68,11.657142857142858,-1120740.0,-1120740.0,1120740.0,44340.0,497520.0,578880.0,151,0,False,True
nearest,108,high,180,15,350,0.8,0.0,6593.333333333333,51,36.98,188.71752433501854,2.5162336578002473,9420.0,0.7375238095238095,54,9.257142857142858,-1239120.0,-1239120.0,1239120.0,21000.0,776580.0,441540.0,144,0,False,True
random,108,high,180,15,350,0.8,0.0,4276.981132075472,45,31.12857142857143,653.1235811095893,8.708314414794524,9116.923076923076,0.7646190476190476,53,9.085714285714285,-1200480.0,-1200480.0,1200480.0,75900.0,653700.0,470880.0,144,0,False,True
rl,108,high,180,15,350,0.8111111111111111,0.0,4687.5,42,24.44857142857143,638.6819211623081,8.515758948830774,8231.707317073171,0.8226666666666667,64,10.971428571428572,-1133100.0,-1133100.0,1133100.0,74340.0,513420.0,545340.0,146,0,False,True
greedy,109,high,180,15,350,0.8944444444444445,0.0,5459.047619047619,44,23.63714285714286,261.8537148946758,3.6880804914743073,6788.888888888889,0.6124444444444445,63,10.8,-946920.0,-946920.0,946920.0,29340.0,496380.0,421200.0,161,0,False,True
greedy_sequential,109,high,180,15,350,0.9111111111111111,0.0,4169.142857142857,37,14.771428571428572,322.756843061565,4.545871029036127,7510.909090909091,0.8663174603174604,70,12.0,-891060.0,-891060.0,891060.0,36600.0,310200.0,544260.0,164,0,False,True
nearest,109,high,180,15,350,0.8333333333333334,0.0,4055.294117647059,45,29.117142857142856,144.2690118350333,2.031957913169483,7557.073170731707,0.6195238095238096,51,8.742857142857144,-1035420.0,-1035420.0,1035420.0,15180.0,611460.0,408780.0,150,0,False,True
random,109,high,180,15,350,0.85,0.0,3812.7272727272725,41,24.554285714285715,559.115369283257,7.874864356102211,7936.363636363636,0.7425555555555557,55,9.428571428571429,-1015560.0,-1015560.0,1015560.0,65040.0,515640.0,434880.0,153,0,False,True
rl,109,high,180,15,350,0.8555555555555555,0.0,4522.258064516129,39,21.634285714285713,527.3593762149469,7.427596848097844,8428.695652173914,0.7873333333333333,62,10.62857142857143,-1002540.0,-1002540.0,1002540.0,61380.0,454320.0,486840.0,154,0,False,True
greedy,110,high,180,15,350,0.8944444444444445,0.0,4257.2307692307695,43,20.731428571428573,195.55461108740553,2.678830288868569,6714.736842105263,0.6183015873015872,65,11.142857142857144,-925140.0,-925140.0,925140.0,21960.0,435360.0,467820.0,161,0,False,True
greedy_sequential,110,high,180,15,350,0.9111111111111111,0.0,3870.0,37,17.134285714285713,315.63615225150164,4.323782907554817,8593.448275862069,0.8191587301587301,68,11.657142857142858,-964920.0,-964920.0,964920.0,35880.0,359820.0,569220.0,164,0,False,True
